feature,gain_importance,feature_group,abs_pearson
X531,0.0,anonymous_x,0.011041292100830838
X502,0.0,anonymous_x,0.010037652979910747
X503,0.0,anonymous_x,0.011662989018964629
X504,0.0,anonymous_x,0.012177616815388932
X509,0.0,anonymous_x,0.005954285388226263
X542,0.0,anonymous_x,0.01765736125572805
X543,0.0,anonymous_x,0.008085919524740103
X544,0.0,anonymous_x,0.00770648219433765
X545,0.0,anonymous_x,0.02351082770212782
X516,0.0,anonymous_x,0.0032430821952952574
X517,0.0,anonymous_x,0.001164891772192962
X518,0.0,anonymous_x,0.00303581715232226
X519,0.0,anonymous_x,0.007184122531567351
X520,0.0,anonymous_x,0.0011993748415892026
X521,0.0,anonymous_x,0.012575621815843924
X243,0.0,anonymous_x,0.012675791844980563
X212,0.0,anonymous_x,0.024515116204725334
X213,0.0,anonymous_x,0.010752737144146507
X214,0.0,anonymous_x,0.021380718631974632
X87,0.0,anonymous_x,0.008015029222246627
X252,0.0,anonymous_x,0.010878558326411679
X253,0.0,anonymous_x,0.016133037072686127
X254,0.0,anonymous_x,0.02103096105746854
X255,0.0,anonymous_x,0.022502878058574493
X256,0.0,anonymous_x,0.008818948591594551
X257,0.0,anonymous_x,0.010479985086267098
X258,0.0,anonymous_x,0.007756965981261445
X522,0.0,anonymous_x,0.004139175724765618
X523,0.0,anonymous_x,0.004824602292363147
X524,0.0,anonymous_x,0.011534421604737546
X525,0.0,anonymous_x,0.014281478549138705
volume_per_book_qty,0.0,derived_market,0.007048578578922156
X532,0.0,anonymous_x,0.0004701354582452277
X533,0.0,anonymous_x,0.01865640761444846
X534,0.0,anonymous_x,0.007357234796342013
X535,0.0,anonymous_x,0.008053461293092644
X536,0.0,anonymous_x,0.018406496235556593
X537,0.0,anonymous_x,0.015124005783969873
X227,0.0,anonymous_x,0.007439561020464524
X196,0.0,anonymous_x,0.04702647992208078
X199,0.0,anonymous_x,0.008814713712216966
X231,0.0,anonymous_x,0.018884681949037793
X232,0.0,anonymous_x,0.01917161139323607
X234,0.0,anonymous_x,0.004665220143941737
X235,0.0,anonymous_x,0.011815231234854152
X236,0.0,anonymous_x,0.012480293175285255
X237,0.0,anonymous_x,0.013157057400049748
X238,0.0,anonymous_x,0.014412390989795543
X239,0.0,anonymous_x,0.00849873676158893
X240,0.0,anonymous_x,0.0015855179426711816
X241,0.0,anonymous_x,0.004385690612431115
X242,0.0,anonymous_x,0.011905652256382975
X539,0.0,anonymous_x,0.017559845685407277
X540,0.0,anonymous_x,0.004705026602373273
X549,0.0,anonymous_x,0.011411020929762235
X551,0.0,anonymous_x,0.022091324369426027
volume_per_trade_qty,0.0,derived_market,0.006797907493484996
X184,0.0,anonymous_x,0.024644458093483795
X215,0.0,anonymous_x,0.0323868666965655
X216,0.0,anonymous_x,0.045111013873788894
X220,0.0,anonymous_x,0.0012838533547746324
X221,0.0,anonymous_x,0.011687500999458533
X222,0.0,anonymous_x,0.02419193589265624
X223,0.0,anonymous_x,0.03639562718849101
X224,0.0,anonymous_x,0.04362521768114988
X225,0.0,anonymous_x,0.04231385561276838
X554,0.0,anonymous_x,0.024250534399913374
X593,0.0,anonymous_x,0.02747903013526046
X594,0.0,anonymous_x,0.01758907498494212
X595,0.0,anonymous_x,0.002967553753929549
X568,0.0,anonymous_x,0.011841120393591467
X60,0.0,anonymous_x,0.01238887114232718
X61,0.0,anonymous_x,0.01006283266582483
X62,0.0,anonymous_x,0.005319151090076948
X63,0.0,anonymous_x,0.030079943956973314
X64,0.0,anonymous_x,0.024273559667457808
X65,0.0,anonymous_x,0.03233758506833448
X66,0.0,anonymous_x,0.006255105618924778
X165,0.0,anonymous_x,0.016356813560331654
X200,0.0,anonymous_x,0.003291544599857763
X201,0.0,anonymous_x,0.009100255692550232
X202,0.0,anonymous_x,0.025280786488639587
X203,0.0,anonymous_x,0.03934285015781429
X204,0.0,anonymous_x,0.04029711725458706
X206,0.0,anonymous_x,0.01030957525516045
X207,0.0,anonymous_x,0.005894405072540031
X208,0.0,anonymous_x,0.004957752771157035
X209,0.0,anonymous_x,0.018783307332010182
X210,0.0,anonymous_x,0.029669711287224263
X211,0.0,anonymous_x,0.029102184689079175
X67,0.0,anonymous_x,0.019623461251455452
X622,0.0,anonymous_x,0.017990923565549127
X626,0.0,anonymous_x,0.024793649331417308
X596,0.0,anonymous_x,0.043103752946971455
X597,0.0,anonymous_x,0.01884402467851207
X598,0.0,anonymous_x,0.003809645067039516
X599,0.0,anonymous_x,0.05244574247445532
X601,0.0,anonymous_x,0.007170153073632082
X603,0.0,anonymous_x,0.026205761267950007
X635,0.0,anonymous_x,0.009099971124344035
X636,0.0,anonymous_x,0.006918503751775554
X637,0.0,anonymous_x,0.006076102730905326
X749,0.0,anonymous_x,0.013879072714626614
X639,0.0,anonymous_x,0.010484437712889884
X640,0.0,anonymous_x,0.013568391234156528
X641,0.0,anonymous_x,0.005844329887066279
X615,0.0,anonymous_x,0.016906852066652198
X616,0.0,anonymous_x,0.004128550182426405
X617,0.0,anonymous_x,0.0025506923670535345
X151,0.0,anonymous_x,0.04141965985160826
X152,0.0,anonymous_x,0.0054463856086937636
X153,0.0,anonymous_x,0.034554243563886505
X154,0.0,anonymous_x,0.023552429613956566
X186,0.0,anonymous_x,0.03301928337350418
X187,0.0,anonymous_x,0.027993463518611834
X188,0.0,anonymous_x,0.024648893907723207
X189,0.0,anonymous_x,0.03855087684563413
X192,0.0,anonymous_x,0.005575646886940488
X193,0.0,anonymous_x,0.001440976948309963
X194,0.0,anonymous_x,0.014377090483052652
X195,0.0,anonymous_x,0.031126323828733565
X176,0.0,anonymous_x,0.010864710167925022
X148,0.0,anonymous_x,0.02300399608549255
X149,0.0,anonymous_x,0.01674993909272329
X150,0.0,anonymous_x,0.01988788962820186
X618,0.0,anonymous_x,0.0005713183543955693
X619,0.0,anonymous_x,0.004198538762665547
X620,0.0,anonymous_x,0.007356599557256314
X621,0.0,anonymous_x,0.013364964950200906
X26,0.0,anonymous_x,0.05887424696438395
X658,0.0,anonymous_x,0.006384167895840172
X659,0.0,anonymous_x,0.007939946748825994
X628,0.0,anonymous_x,0.027293078854032288
X630,0.0,anonymous_x,0.0055816020585707175
X631,0.0,anonymous_x,0.006169174780101076
X632,0.0,anonymous_x,0.0014787556975561567
X633,0.0,anonymous_x,0.003270664717921324
X634,0.0,anonymous_x,0.008113523119571761
X648,0.0,anonymous_x,0.053726842651327565
X649,0.0,anonymous_x,0.01823717376008099
X354,0.0,anonymous_x,0.01975866329037069
X45,0.0,anonymous_x,0.05255625003664904
X47,0.0,anonymous_x,0.05408624586822897
X48,0.0,anonymous_x,0.05515174035771707
X155,0.0,anonymous_x,0.026709253568675182
X156,0.0,anonymous_x,0.020092634307491423
X157,0.0,anonymous_x,0.048659595039491944
X158,0.0,anonymous_x,0.006274221973860138
X159,0.0,anonymous_x,0.02745480749812603
X160,0.0,anonymous_x,0.021320076755150626
X162,0.0,anonymous_x,0.021608486761884142
X134,0.0,anonymous_x,0.010864710167925022
X135,0.0,anonymous_x,0.020815328352509946
X1,0.0,anonymous_x,0.009565405413606867
X660,0.0,anonymous_x,0.0029071713103633423
X661,0.0,anonymous_x,0.0019927893563060056
X662,0.0,anonymous_x,0.012366565101340968
X663,0.0,anonymous_x,0.01461882951481115
X664,0.0,anonymous_x,0.0028196393897952816
X665,0.0,anonymous_x,0.004215573035531784
X666,0.0,anonymous_x,0.018569150327758754
X667,0.0,anonymous_x,0.02076381440140553
X668,0.0,anonymous_x,0.0006327265910565169
X669,0.0,anonymous_x,0.005635752557328028
X672,0.0,anonymous_x,0.007710467996746368
X673,0.0,anonymous_x,0.0010753780025371162
X733,0.0,anonymous_x,0.005492735374700537
X645,0.0,anonymous_x,0.0021434582778610454
X705,0.0,anonymous_x,0.02631269070166545
ask_qty,0.0,public_market,0.013154339396075692
X681,0.0,anonymous_x,0.006354761500467941
X682,0.0,anonymous_x,0.0061620182123755295
X770,0.0,anonymous_x,0.0189911646527193
X686,0.0,anonymous_x,0.0009979009866886335
X687,0.0,anonymous_x,0.001295185669900277
X688,0.0,anonymous_x,0.00715030386770712
X689,0.0,anonymous_x,0.001399539890205647
X690,0.0,anonymous_x,0.0037314344869943316
X691,0.0,anonymous_x,0.004298496611437095
X721,0.0,anonymous_x,0.004779602684017715
X722,0.0,anonymous_x,0.010630896391889764
X723,0.0,anonymous_x,0.014740686370279622
X692,0.0,anonymous_x,0.009632324575401092
X693,0.0,anonymous_x,0.00336673389327744
X694,0.0,anonymous_x,0.00944344623092892
X695,0.0,anonymous_x,0.011014977738089836
X696,0.0,anonymous_x,0.010987422875345931
X697,0.0,anonymous_x,0.0062794070636713805
X698,0.0,anonymous_x,0.012715160301861714
X700,0.0,anonymous_x,0.017351093591759032
X105,0.0,anonymous_x,0.031004032708132054
X106,0.0,anonymous_x,0.017041796746943786
X107,0.0,anonymous_x,0.02246385247909251
X12,0.0,anonymous_x,0.011744428736048772
X141,0.0,anonymous_x,0.020245699365421255
X142,0.0,anonymous_x,0.016991602740575443
X143,0.0,anonymous_x,0.007149325106968264
X144,0.0,anonymous_x,0.01838304723628133
X145,0.0,anonymous_x,0.030103489575704738
X146,0.0,anonymous_x,0.005319151090076948
X147,0.0,anonymous_x,0.03181457372465984
X116,0.0,anonymous_x,0.006274221973860138
X117,0.0,anonymous_x,0.026607760362406516
X118,0.0,anonymous_x,0.021825126169939306
X119,0.0,anonymous_x,0.04307197030608838
X120,0.0,anonymous_x,0.033213215206425915
X701,0.0,anonymous_x,0.013375240525436104
X702,0.0,anonymous_x,0.009413677510353761
X703,0.0,anonymous_x,0.008313491148832734
X704,0.0,anonymous_x,0.02902620897074425
X737,0.0,anonymous_x,0.006014601521109623
X771,0.0,anonymous_x,0.006851387443494089
X714,0.0,anonymous_x,0.005447325851962819
X715,0.0,anonymous_x,0.006775795188494724
X716,0.0,anonymous_x,0.0004468849279732425
X717,0.0,anonymous_x,0.002299161809433545
X718,0.0,anonymous_x,0.006152116948748862
X719,0.0,anonymous_x,0.008838920680507947
X720,0.0,anonymous_x,0.005704222095295785
X748,0.0,anonymous_x,0.016916128896458354
X744,0.0,anonymous_x,0.02842578291905428
X13,0.0,anonymous_x,0.0038842238313323385
X14,0.0,anonymous_x,0.0010282016116289834
X15,0.0,anonymous_x,0.0005468527568881284
X16,0.0,anonymous_x,0.003242976575211808
X18,0.0,anonymous_x,0.05439847442327115
sell_qty,0.0,public_market,0.027384700604357857
volume,0.0,public_market,0.028273911502313242
X4,0.0,anonymous_x,0.006696450446778431
X69,0.0,anonymous_x,0.031059003572253538
X70,0.0,anonymous_x,0.02702093128017632
X71,0.0,anonymous_x,0.04205412947084259
X72,0.0,anonymous_x,0.0008425418392201703
X352,0.0,anonymous_x,0.01222007148473726
X353,0.0,anonymous_x,0.015192102210686991
X747,0.0,anonymous_x,0.01665432290216779
X746,0.0,anonymous_x,0.0039092501636276015
X755,0.0,anonymous_x,0.015640607681408226
X724,0.0,anonymous_x,0.00795562222499513
X725,0.0,anonymous_x,0.007446172852250559
X726,0.0,anonymous_x,0.020000458011376232
X728,0.0,anonymous_x,0.009185925174262694
X729,0.0,anonymous_x,0.007510037769537498
X763,0.0,anonymous_x,0.025982508407328526
log_volume,0.0,derived_market,0.013628482484256693
X129,0.0,anonymous_x,0.018295607960215707
X100,0.0,anonymous_x,0.012207312130518476
X101,0.0,anonymous_x,0.012403538821541413
X102,0.0,anonymous_x,0.035242135806507216
X103,0.0,anonymous_x,0.021543057612255688
X104,0.0,anonymous_x,0.005319151090076948
buy_qty,0.0,public_market,0.026570686753680302
